temperature,vibration,pressure,rpm,age_days,failure
79.44180415596864,0.6346267384465937,80.63626498557812,1069.7894634556226,10,0
78.91582908269834,0.5610170809413506,136.7687379905666,1256.5480926180512,51,0
75.07670184963692,0.4199760677397738,65.12610985885526,1466.5426645697776,212,0
71.4811929993728,0.38336685654880875,114.1920204280296,1465.4207129718384,53,0
53.769438869243785,0.7811295195015928,61.80834465606197,1602.4650108410333,246,0
68.69032015851961,0.5401477081516779,84.19337236603064,1592.7283259071696,68,0
69.85928225209845,0.07947986161579557,131.22045860895918,1145.861499580053,6,0
62.96584096167572,0.36529207042055145,116.62728508951979,1603.7193468915061,139,0
72.58071432500986,0.3283567936456746,89.07559169025636,1535.7174412907527,358,0
81.06076285221808,0.39074719816450704,89.62325914356623,1624.6746363289258,223,0
103.29278851815795,0.6125821320570171,102.01244221670885,1713.3731175283178,68,0
77.61866719247759,0.4785110236411501,110.28281981521445,1471.4234054424057,346,0
78.86325586084146,0.4846269185992676,125.03158765365393,1749.1176473960159,350,0
73.8833112635075,0.7626946322650474,90.87531990783012,1322.1199092213906,203,0
46.21843177051438,0.3607077820426623,67.76429873025597,1310.8523759255563,120,0
74.60229186826174,0.87283990517747,103.1393725409752,1585.7544380271083,291,0
75.90345314911539,0.36573848172578277,90.85138324983211,1426.2464909389641,276,0
111.94863168727929,0.5178396393225143,73.98732590503106,1552.3265129237939,308,1
72.11458552828316,0.4437592809194466,105.95337830625589,1898.5964239688983,253,0
79.52321013500419,0.5246838267001922,95.73772491814421,1578.699014700795,146,0
74.47932345442135,0.5889183990146258,106.13024412939589,1542.4339077728239,2,0
57.46982943570702,0.5867670480177754,82.11111599625639,1326.1559242696305,187,0
92.14234221772531,0.34937653387588397,109.73421060650998,1160.0040386751307,336,0
86.27899549030161,0.27541706451048587,73.65803606490043,1485.4906769452978,349,0
86.8654792056457,1.0006343581811423,83.44537220606834,1713.3740493216392,99,1
61.35918817807892,0.4032031320798894,95.14171537825445,1435.4123985878653,156,0
96.04191466404149,0.6398424877343973,134.83636829919428,1580.2924998410738,201,0
53.97223405811579,0.17847173789536064,115.69650737096987,1785.2994545437164,184,0
83.80285640700406,0.4440774560190646,121.54385008535579,1780.303262646072,328,0
107.85683438714968,0.47456012320351143,128.3415406668629,1585.7631775203565,39,0
60.14195512303968,0.5945630139855665,172.05664271621748,1534.0212957314686,305,0
66.50553405595842,-0.04449082819838779,100.83178135116869,1196.2733901993847,202,0
76.49477047631461,0.5332281226156661,128.4080184625971,1373.961071164612,146,0
67.44786518825701,0.2700517089264214,120.25270508803882,1443.8488383963854,241,0
51.74004853400801,0.5648691422389848,119.92065006615051,1329.5336777131695,178,0
76.0284446220904,0.2927341606323674,135.48479236080362,1549.6906525905529,48,0
59.06544429410843,0.32890346081488375,91.61373938031048,1882.3296366972202,179,0
82.10388645952773,0.44527447792134633,90.0262995212724,1803.5523185323234,149,0
61.20863648649295,0.2895341060793609,106.39531026963724,1548.7759723662414,238,0
98.24901607526309,0.40489311065292904,96.34600456156225,1655.8868144049657,315,1
63.251200614956446,0.2613248462913369,106.37001705996346,1354.279136928776,207,0
70.16907725691486,0.13336590966025447,131.25497570106023,1792.8178701337604,208,0
87.20275826054504,0.7035914104858719,90.43706554587443,1187.606680810964,246,0
56.53703525349067,0.24079026143521431,93.90642074812538,1682.5656322172324,6,0
78.41189901906193,0.4642638224784033,103.48622007053154,1599.1179420399549,118,0
94.60714131423643,0.650578216298757,95.43363147949661,1348.8281226491151,30,0
50.88775148158159,0.37701117949679136,61.71988343973025,1458.2426486524125,348,0
77.76950787798457,0.3349668200508924,88.39744714602121,1273.149459368788,6,0
78.89824191372635,0.5452476177334843,113.74746484475008,1281.6719904395536,234,0
86.72734307665965,0.7235867645454304,128.75093501865294,1181.789199875214,280,0
56.44573933682877,0.2661369469827062,76.90762864924547,1653.5027804401423,288,0
55.193150803735854,0.4699704335965122,76.81435201538314,1741.068993885336,94,0
82.82912348425347,0.15350108100653448,100.60467605434671,1067.6384272373148,343,0
79.45477009849779,0.421359799263562,58.48809870244327,1867.6611032303013,37,0
78.75739275518815,0.5068409369076151,91.10059594025745,1497.598352672632,125,0
80.19672314245463,0.32907507164898686,65.27915880897213,1557.9706409753676,259,0
64.79962917632264,0.4086016332349537,127.38122599684931,1205.5174328829848,175,0
78.48380545741506,0.21835464633850998,84.61337691299191,1764.165150032973,100,0
79.39608709948021,0.5154157222762987,133.05668372678053,1540.0500186333668,316,0
64.28472872960448,0.71113884977663,122.27042706916677,1727.7652479542598,192,0
102.98661766717134,0.28057122604590723,87.07365404605167,1744.1716641295486,80,0
82.10749381367681,0.3754656466895234,78.56080726307844,1766.974884544254,333,0
57.13044754196027,0.6005092492908364,96.12908501664823,1370.3438448295594,60,0
84.84830412950744,0.7424181438645472,97.90706751483593,1458.4075984213591,128,0
60.379774946590175,0.20136203755821375,106.92293887904803,1377.659585054097,5,0
86.80626905613678,0.46624305251681014,84.46913420939643,1679.0192925482565,20,0
92.37893368511106,0.556626164463905,114.92789747044407,1566.5778458727482,194,0
62.68976522472434,0.4795887218742304,105.30656109999799,1713.8289728026475,338,0
89.45064193866483,0.004641586624582583,93.19209686568271,1722.5477606114464,27,0
81.19171390404748,0.6002180018617544,85.75918689163954,1154.5481018122184,139,0
87.33090239991735,0.8038672702181289,96.30230033802628,1770.1540261107743,320,0
103.4518947398092,0.5233323502339007,83.66197496344861,1690.1721915531434,234,0
71.31917825995694,0.2937787893411473,101.16877389767176,1426.1550233629005,92,0
63.693957534637654,0.3973745507271434,101.7087737043982,1569.9585533059258,136,0
61.65728355561715,0.8539826135311186,105.23414566952678,1475.266085683459,81,0
62.762845725518424,0.6819925081721118,135.32484819343708,1623.2111357262352,317,0
73.84347435878844,0.6280053236768659,97.35110560600855,1425.7207238590247,364,0
80.11727962224965,0.5712825167068752,120.09195734248965,1595.7854482338216,252,0
79.15036198995028,0.3677725775618055,104.59174793951404,1513.4610609318704,227,0
87.40774873554035,0.4598857638688463,95.23511396203092,1413.561219300939,354,0
75.1950283781686,0.4844154528642968,97.61681460097532,1538.0272489804117,355,0
96.80301115735975,0.6099148632128888,98.823471816639,2041.2939146977515,234,0
71.03014750143066,0.8017837788533807,105.59535415456432,1362.8926740348636,34,0
115.80253749884429,0.7236676273586256,80.8135846956206,1450.011281747686,126,0
84.3850102164751,0.21612312884079188,70.69319233110066,1366.377520073394,338,0
62.14263665375576,0.5447989937802098,113.08594786948551,1387.3567228944833,346,0
58.93661252908332,0.6473526690335794,117.96247665162518,1663.1548706770716,258,0
82.23708622864778,0.6237720660289271,114.91271665605606,1643.1764919272136,127,0
71.64805822011223,0.3741532473225161,103.09944037112945,1498.827299335738,52,0
85.71000741138138,1.0828218431536722,115.34449254906578,1705.2593170538223,99,0
82.09856436860318,0.24458308753377622,114.26858052034285,1658.688659098862,193,0
73.9075663101469,0.28336231066678996,115.7525871790991,1467.5331627947571,239,0
62.29809422897392,0.5467190162523152,82.80918357315772,1193.2270516411588,248,0
52.27729162971203,0.9233606109927708,78.06096405690738,1665.9566015898006,292,0
68.30227571899468,0.3327610298591658,92.22861506495458,1533.932924200395,206,0
87.84598191485209,0.44683432687060154,99.6523178091469,1504.4446927401184,100,0
78.21140616195306,0.7154587346031386,95.16157745735421,1406.790395998057,214,0
56.31391831932018,0.4964275690224533,62.46619337324249,1648.9297898232633,299,0
77.59771388776772,0.43307922909394087,134.43385224270284,1569.6992504857,63,0
80.77976069593255,0.613126580377344,94.51908022228528,1452.6343914395407,238,0
61.74213845698301,0.5545035980459186,103.45408833153907,1254.9090905562177,123,0
77.30587658918292,0.7060877571273583,124.89097981526118,1713.5858203760154,5,0
75.87313077669,0.7582937778130727,53.100554609575894,1620.9810446311753,224,0
57.85544553254066,0.5614006120010724,89.76612256176575,1551.080579989119,324,0
80.36681040522424,0.5583465450756618,92.2576545284039,968.6452009772005,148,0
83.41176789552351,0.5428221964572267,93.27379909098711,1492.421148576788,56,0
91.24576864762915,0.5978261113298575,96.53026818572094,1451.7592593048673,155,0
90.80703078052355,0.5110341275742928,128.94269596889689,1376.300862989132,84,0
54.33495948064363,0.49987830353554213,113.46917751454446,1650.847055712857,23,0
60.93262440127316,0.7393254241654484,119.16070537257659,1642.9720068334555,114,0
82.7255290081299,0.8032232360710087,100.94240543621848,1587.3649434384777,91,0
82.70678926368313,0.1984894110733158,72.01253907708997,1707.5781829535485,330,0
82.72571529459071,0.5020042303481138,58.406059297079864,1295.5402971932315,190,0
132.7909723598208,0.362261113310953,69.41184553536738,1409.2691886461387,21,0
83.5633576603975,0.4378057067027855,107.1953140833204,1514.9584526371611,33,0
92.03348460270898,0.5805032419470643,100.6353942539527,1375.599596154417,248,0
89.31002645239803,0.6338876743084937,95.79672704887984,1645.4338443407084,36,0
84.77086876958697,0.477574711277731,92.62846186519727,1395.559830373661,296,0
70.27096133039481,0.11733193305543943,140.23443150885493,1759.674000889351,334,1
86.38453830739901,0.30699088388476403,83.5419281804705,1313.768119649962,220,0
63.40762178193643,0.6792999340400332,118.55638912232118,1926.3967299001233,225,0
71.44772089889986,-0.04808528440698623,100.03825872041988,1905.8594711204846,360,0
67.71954678256344,0.7374854303364,98.78120976428006,1481.049370736931,298,0
76.22811209079484,0.6042459981289083,123.53275097233488,1729.2340901851496,277,0
109.71987850010262,0.7632352163060044,129.2506076538289,1419.9143878982786,346,0
46.99102211112378,0.4602861626238079,95.20901086230323,1702.657299646269,20,0
85.2939028556177,0.08771891519541897,115.98405438484284,1464.8043337086458,51,0
50.80926193215522,0.5860725283012996,107.27782724300107,1242.912020298303,259,0
67.92102201315849,0.7549306248076683,100.14874277619829,793.4363624642202,326,0
91.33425895451049,0.6849443611026842,104.08509885314052,1446.257310785878,207,0
75.96420028643195,0.3674617033023929,86.23982370310324,1555.8125017370585,6,0
58.83382833106041,0.5173522150925294,93.8780121333783,1766.0632852072433,168,0
64.27044436110047,0.3934327462440152,88.38729440494588,1507.325006430278,137,0
85.19396623402014,0.3361467071621256,118.02753432857838,1700.5820269435178,189,0
64.04450052424295,0.6910777142359702,98.09597768917875,1409.2116905556945,139,0
78.24687884372962,0.2604935377469676,74.04571950769923,1432.544206093711,346,0
75.6835775985572,0.32123671388367747,85.53125553673824,1710.8071365057172,155,0
65.22599478591275,0.2791948733055229,36.014707095756435,1007.0651030661456,57,0
107.15916133987989,0.20195049534019066,90.11014796235703,1502.5967657805832,183,0
84.50878533477017,0.5292828583685207,100.75290130194298,1420.007730088827,253,0
44.622861200135894,0.7323006096963952,97.27728302266053,1772.122240970457,145,0
77.79681472154141,0.46302464875094684,139.60308703062785,1394.350741004036,184,0
65.07320302847418,0.19885043988716666,111.49812081830073,1603.316993914019,177,0
87.78650002194335,0.6679889079484055,110.60903706178301,1684.303393866939,126,0
63.11218892350949,0.8371403508069943,67.13461930859444,1201.4808011739178,44,0
73.27895337799652,0.37075153517068105,92.70715891765735,1472.1259383452198,189,0
82.57480918470685,0.4042891466564563,90.2667438535261,1413.6727131828125,361,0
87.98632791255181,0.6031321260166789,84.27837602383984,1689.258649365919,192,0
56.99555389416336,0.8243747495570103,84.00238668973307,1635.0163681624388,54,0
69.98248146238578,0.39603317085495476,63.83754092116752,1453.3595939881636,293,0
67.87582033258566,0.233510043800359,74.48293590637343,1290.5183899167896,259,0
65.20006151139432,0.6262837212544813,117.48186805529897,1707.629339204018,14,0
101.48181360421646,0.6598136146284599,97.14170616013635,1486.4694446802437,148,0
81.07472566441433,0.5012262900870453,89.87195163451332,1176.3246868665076,148,0
56.08674068497432,0.38837334806850987,99.89177330694584,1193.5239202060152,250,0
88.76792920582164,0.6988757461984093,123.34781357402302,1587.5266860145953,253,0
106.8323429551895,0.6056072009095929,100.08421041751572,1244.8387614468963,213,0
90.4869789082672,0.3463128966193014,110.80748261862075,1871.9294987207227,107,0
52.2094505106898,0.5098189462611343,83.06790315223485,1312.585943128134,34,0
67.73648890700623,0.22965849359507068,87.62740098506562,1499.9278549285448,259,0
94.00366723779933,0.6371780912875841,107.07953770127351,1531.8223932320611,226,0
64.38495801571828,0.4475532861234288,137.85307416674226,1354.124452152631,219,0
81.65729142219342,0.41285783352305255,128.59549719029746,1052.0345938844061,139,0
86.61951080144006,0.49342510296951314,111.65656138912277,1538.1790195232454,53,0
61.09604292632876,0.5080615398660495,103.02867520321436,1349.3520019795483,285,0
74.10711965907299,0.6789860123131122,128.0213871125434,1523.3076855232887,264,0
26.38098989896391,0.6182181062650443,115.89356646090248,1475.5337895522582,274,0
59.63418537998565,0.4687181442414395,54.126759552586776,1552.6582496143608,335,0
71.2114777291026,0.652733629943799,78.92138304289556,1812.3740241312119,109,0
56.28325227052726,0.5801474507383226,106.76280650715863,1390.7633974545756,44,0
99.48616955897452,0.41468007274279256,64.26064868898055,1406.2310691315008,278,0
53.54787933059051,0.4750563683527028,82.04821990486276,1166.840539449222,331,0
68.39933269954524,0.47035542223137583,86.00370112684053,1460.9632097801411,260,0
76.96110865929137,0.6010522686348403,94.87668187508332,1581.9739978549933,211,0
96.61909933599173,0.42659547705567163,94.25139583547585,1403.3010244857946,194,0
53.46206773230841,0.42191816271567334,94.21759145666346,1583.2861000810983,118,0
92.4474562823244,0.8937514618867918,116.50615034480627,1464.498294902162,193,1
75.1534959152938,0.6879470963494209,94.69552269098932,1239.546752406202,42,0
60.27737023428074,0.3478798671149722,92.30739735857532,1562.3970142366209,257,0
81.93155211394907,0.6141881987884397,73.01655791712967,1458.8335732869966,175,0
77.98589543360205,0.5236700131310355,120.4869240397165,1524.5515642818716,295,0
65.99674684261808,0.5783102350520187,86.57004972105028,1386.6100233579168,98,0
76.04703127485028,0.5274682649130209,78.2593934399745,1368.919495401821,195,0
69.2202960470736,0.7379285290970472,104.26181149737943,1531.482161510593,116,0
76.70276017876873,0.5691240689302892,84.66117475233874,1453.880017591573,163,0
84.9319601178157,0.4875822603571425,89.48094520411412,1844.855649833853,295,0
98.79025224218029,0.7084381153966035,105.16920348638138,1659.7461024322329,124,0
56.43276751759726,0.5466570082175743,93.47034752440888,1609.0008518935376,356,0
106.995500619844,0.5242957158658116,146.23218750601268,1464.503839699717,288,1
45.71868300716247,0.562804520497223,98.50342913361604,1094.7953103046982,363,0
72.72322357446625,0.4812781953267267,112.35676437758444,1338.4810144764642,146,0
83.82475809726864,0.5018453985990938,61.1661190501411,1370.5413094831363,170,0
79.2148780160255,0.38266108224762546,82.7870173617054,1445.0031227420172,309,0
65.65950720269109,0.3497665560752242,78.26172610166574,1493.3281001220093,200,0
71.87816624464087,0.30028592270351206,80.91240553394742,1631.214993097099,351,0
67.6049859801175,0.2216033426405848,108.31075987674005,1554.629112214013,347,0
66.15952864583683,0.3240565277230887,120.71130135554819,1731.8406382939809,347,0
87.74403145531537,0.4651465931066149,106.89261009269022,1437.61960529615,350,0
80.35523228947571,0.5206235164891274,95.46710752867382,1551.4325888340322,60,0
64.60635607109019,0.4457406873704719,87.38289922575161,1568.7688455557602,140,0
88.49399813149876,0.028859301974528406,122.27199502373018,1549.1452568717177,169,0
79.60949281314915,0.8149172715524684,141.42510908309725,1756.3780495880285,224,1
87.1929317825844,0.7172960245780764,102.70111409567382,1660.7548645494385,233,0
84.44443262885419,0.5891519702434258,118.78726128143146,1236.1193560997156,273,0
62.56507483616892,0.8814981345106536,106.8674069959095,1477.133780188132,220,0
66.59728439704546,0.3045271765032579,115.11009812931178,1497.205263554041,364,0
86.20940407684893,0.877525024125201,76.70906443779768,1930.3082127390012,230,0
84.15555398150197,0.3069571846498904,90.23727439715752,1434.041763750906,327,0
74.68647609053778,0.5477475850582714,107.90938880091169,1303.5032193327636,112,0
76.75991074963173,0.2452325349731591,124.24981888163958,1587.6650858953287,248,0
94.16497343682637,0.5029388191088734,83.6373155672465,1599.3971439247557,47,0
66.12642916746255,0.5772332995996777,59.33401777919747,1485.2454272540615,350,0
83.20646071755057,0.4690619337730891,90.03471147117502,1455.947799405822,83,0
71.9671102134916,0.6427754888180275,120.202614286965,1689.7807912124172,163,0
71.7347819515917,0.5198028898974515,68.322088178243,1329.2803691480358,86,0
91.48165277980786,0.39551705432449813,76.46160215736832,1431.8093314262928,172,0
87.38124523482045,0.38663733643953213,103.11837172102224,1395.5700275773224,144,0
87.20264454000957,0.6621827545231393,97.68057494477073,1718.7789195241176,249,0
94.58218210731494,0.3692515940386065,111.88932963106454,1557.0988406572687,32,0
75.31505762449139,0.6830805940969874,75.42546479108842,1287.001180535746,320,0
85.22929456942445,0.7445423585663862,93.50042811662664,1307.0987213474461,147,0
70.34599865109816,0.166257227530774,123.90370804806196,1874.6830247224302,193,0
79.86249528732664,0.726585277460207,76.14207612726432,1716.643549621408,125,0
73.04785418448473,0.9120845396889399,129.53824592620538,1668.310056304696,128,0
76.45493947489078,0.5504007522403856,78.65166028222623,1502.4493881946685,162,0
83.92735538155371,0.6198168370589645,116.98763154755221,1801.6946480240817,128,0
62.726689751497915,0.7074010648738317,92.5408297957375,1279.3190428043483,170,0
106.3858091352819,0.44490353696419555,77.10183484722046,1650.5935024408982,324,1
59.90973927750447,0.5364560447075739,90.06201905694803,1411.3452986948873,74,0
56.787170808184015,0.23716009407537814,110.89858376357988,1450.221336068954,255,0
92.37166310250102,0.5277270057060902,99.86292010197018,1645.1578529664773,215,0
86.87494040944404,0.5996223991289082,122.36938822886688,1471.2884982636986,230,0
84.36179725578234,0.6032326045852938,128.71480121869763,1413.0600281077484,236,0
84.4251826389642,0.7130849447195161,76.339386693643,1400.968470382415,95,0
74.81629840729629,0.3450395643728942,74.8746171017931,1102.730850897775,182,0
61.54118442771252,0.3934786486653007,73.90412452758316,1652.6407238551312,120,0
76.1370683729059,0.879101469198271,82.01607807903962,1298.6739854402413,194,0
64.84257432731832,0.46993432524725803,122.0842904163949,1871.6818811318556,249,0
89.62679600126627,0.5400067574624656,111.2072390133347,1442.4774900370014,110,0
72.79413927746792,0.48659799165495576,89.09944854155137,1761.8879594891914,71,0
62.61754204811233,0.3356638347389955,99.77794818754332,1138.1937934634639,51,0
70.1792123752051,0.8247058421783613,128.08611010331876,1646.2966042397197,154,0
81.19397181413436,0.39445971761587884,138.16021701958238,1697.7111465023622,319,1
66.54413170794038,0.274542895258614,105.18768666885605,1760.7127268728868,300,0
62.666694066503524,0.4098519445394497,46.81437631905203,1194.3922454426774,194,0
78.65530817237868,0.09965879965489327,105.94574189519946,1359.4562725826142,25,0
78.67449856663085,0.36974250700336364,118.69496259082695,1615.301990551216,226,0
67.39585236943306,0.30637428042953463,104.4926463171215,1529.688395768822,208,0
67.93442541572516,0.6234857261854649,114.53029837469568,1558.671928512767,220,0
78.48074906036454,0.3653171520880255,107.14130748920769,1427.9426788381336,333,0
53.27873487754014,0.6775607871157697,75.3070916503627,1810.1597230111383,285,0
53.888043384351676,0.7796967986138643,82.27523133273074,2021.6930896559627,252,0
64.22333668121345,0.6562350672575199,93.57695625739687,1520.795984801818,101,0
71.7982927243223,0.45692234222798467,121.30829556476704,1590.6842491010505,264,0
79.66361348397007,0.5282228993411185,84.68231863358758,1511.2487491245636,175,0
97.13034325424329,0.19500301197118808,109.11805266335294,1756.8106798094873,351,0
87.86489434803029,0.47324412549575207,106.07385187842394,1665.8232568513622,183,0
72.60092205054859,0.3279123063866334,131.7239453015826,1286.7238858726312,323,0
74.71475688145966,0.6388652762298598,99.16640443741171,1377.459597901071,192,0
59.96205953043287,1.014550477848895,64.90483163447483,1298.1406413988227,344,0
74.72230296011415,0.5999643271947619,112.93740929793556,2038.9644664391021,194,0
70.67012041619793,0.1017719702090667,142.76110423268008,1627.062356716414,20,0
79.84077840507135,0.4277539614171254,114.24766689732913,1380.8627547780436,333,0
62.59153584671515,0.5244981850748909,84.24676816379186,1364.889591875032,285,0
82.79019771361759,0.5174714850520528,78.36108241642071,1661.0462545933822,56,0
97.99108369503867,0.3538373748782494,80.94062332985189,1680.9840299318266,54,0
73.36859777314713,0.5490583485273871,140.06623760764091,1659.6215426168822,1,0
81.02567583148412,0.2514998326161225,93.45345118957128,1414.888528270056,303,0
85.35215987566669,0.31101825546298656,86.74713212343944,1561.1687288828355,21,0
68.98169292171245,0.6291595283207423,96.83126711745533,1522.1830195266768,140,0
78.36138722715626,0.29686735382403484,93.66185902788597,1312.7479255123146,88,0
75.18888601172692,0.6076423210984514,131.35300719575008,1314.7012314247957,298,0
76.46514147823248,0.22610724506878838,79.71045017967394,1582.393008908627,74,0
63.404853242168,0.8529651767583473,123.61286463320894,1539.2902162087316,73,0
